,Cost Center,Employee ID,Payroll Code,Hiring Period,FT-PT Status
657,GDP,L559436,ATW,OCT,PT
658,BJZ,T721054,ADM,APR,FT
659,AOO,X789437,ADM,FEB,PT
660,DOI,B870652,BTW,JUN,PT
661,AHS,U181692,ATW,OCT,PT
662,QCU,V470956,BTW,OCT,PT
663,BJZ,E655411,ADM,NOV,FT
664,CLD,D627609,ATW,NOV,FT
665,ESO,J651530,BTW,APR,PT
666,ACJ,W188248,ADM,SEP,PT
667,ULO,N332366,BTW,SEP,PT
668,LNX,P378783,ATW,MAR,PT
669,ACJ,H793548,ATW,FEB,FT
670,QCU,W524769,ATW,MAR,FT
671,ESO,F840390,ATW,AUG,PT
672,BJZ,V523560,ADM,MAR,PT
673,AOO,U705694,BTW,MAR,PT
674,GDP,V215689,ATW,OCT,PT
675,GDP,C143929,BTW,NOV,PT
676,ACJ,E615880,BTW,APR,PT
677,OZG,I225637,BTW,JAN,FT
678,ESO,O151676,ATW,NOV,PT
679,AHS,V274529,BTW,MAY,FT
680,CLD,J104624,BTW,JUL,PT
681,DHU,L873600,BTW,NOV,PT
682,ACJ,A926650,BTW,NOV,PT
683,QCU,K524751,ATW,OCT,PT
684,OZG,P934595,BTW,AUG,PT
685,LNX,T921452,BTW,JUN,PT
686,NLG,Q667829,BTW,MAR,PT
687,GDP,L071788,ATW,JAN,PT
688,YTE,Q460939,BTW,FEB,PT
689,BJZ,M677715,ATW,MAR,PT
690,AOO,A279454,ADM,MAR,PT
691,DOI,V373383,ATW,DEC,FT
692,YTE,N618803,BTW,JAN,PT
693,BJZ,I845348,BTW,MAR,PT
694,CLD,H058184,ATW,SEP,FT
695,ULO,J089866,BTW,JAN,FT
696,CLD,R348018,BTW,DEC,FT
697,NLG,J223562,ATW,SEP,PT
698,ESX,K043945,ADM,DEC,PT
699,ULO,E410470,ATW,AUG,FT
700,OZG,D084567,BTW,NOV,FT
701,AOO,F869414,ATW,JUL,PT
702,DHU,O235375,ADM,JUL,PT
703,YTE,D973978,ATW,JUL,PT
704,CLD,N141778,ATW,JAN,PT
705,LNX,K311560,BTW,AUG,FT
706,NLG,J585009,BTW,JUL,PT
707,LNX,W771042,ATW,SEP,FT
708,AOO,Q147901,ATW,SEP,PT
709,DHU,Z930944,ATW,SEP,PT
710,NLG,G797349,ATW,SEP,PT
711,QCU,K725594,ATW,OCT,PT
712,ACJ,H060200,BTW,NOV,PT
713,ACJ,X069016,ATW,NOV,PT
714,AHS,I586300,ATW,JUL,FT
715,ACJ,H585481,ATW,NOV,PT
716,ULO,P040969,ATW,JUL,PT
717,AOO,Y144907,ATW,JAN,PT
718,DHU,W093122,ATW,JUL,PT
719,AHS,J593736,BTW,APR,PT
720,NLG,Y254798,BTW,JAN,PT
721,ACJ,J310473,ATW,OCT,PT
722,NLG,D858398,ATW,FEB,PT
723,YTE,J631743,ADM,JAN,FT
724,CLD,T763904,ATW,JUN,FT
725,GDP,U895372,ATW,MAY,PT
726,DHU,C003420,BTW,FEB,PT
727,QCU,D033133,ATW,OCT,PT
728,DHU,L372651,BTW,APR,PT
729,AHS,P332077,BTW,SEP,FT
730,AHS,B825509,BTW,JUN,PT
731,QCU,Q689588,ATW,FEB,PT
732,ESX,G352080,BTW,MAR,PT
733,BJZ,T950058,BTW,MAR,PT
734,AOO,K872397,BTW,JUN,FT
735,OZG,O313034,ATW,AUG,FT
736,QCU,L903566,BTW,JUN,PT
737,BJZ,B429413,BTW,FEB,PT
738,YTE,L281626,BTW,JUL,PT
739,BJZ,U519420,ADM,MAR,PT
740,ESX,O818353,ATW,APR,PT
741,BJZ,T376505,ATW,JUN,PT
742,ESO,K487366,ATW,MAR,PT
743,BJZ,B415181,ATW,AUG,FT
744,YTE,E461282,BTW,DEC,PT
745,AOO,J331978,BTW,MAR,FT
746,BJZ,Q856877,ADM,NOV,PT
747,DHU,S658032,BTW,NOV,PT
748,GDP,U005037,ATW,MAR,PT
749,OZG,P125050,BTW,JAN,PT
750,NLG,N247802,BTW,APR,PT
751,YTE,W135673,BTW,MAY,PT
752,CLD,Q347636,ATW,NOV,PT
753,ACJ,F771788,BTW,JAN,PT
754,AHS,N120136,ATW,SEP,FT
755,ESX,V759268,ATW,NOV,FT
756,ESO,Y536578,BTW,SEP,PT
757,LNX,G258306,BTW,JAN,PT
758,OZG,E799955,BTW,AUG,FT
759,NLG,Y511578,ATW,DEC,PT
760,DHU,P315258,ATW,SEP,PT
761,GDP,E742830,ATW,SEP,PT
762,ESO,Z524460,ATW,SEP,PT
763,LNX,C619393,ATW,JUL,PT
764,ESO,T804338,ATW,SEP,FT
765,ULO,S376503,ATW,DEC,PT
766,AHS,Q937660,ATW,DEC,PT
767,YTE,G869202,BTW,AUG,FT
768,DOI,X235946,ATW,NOV,FT
769,ESO,U261679,ATW,MAY,PT
770,ACJ,X800842,BTW,MAY,PT
771,GDP,S569418,BTW,MAY,FT
772,ACJ,N629012,BTW,FEB,FT
773,BJZ,X091399,ADM,MAR,PT
774,YTE,S810623,BTW,JUL,PT
775,AOO,M212351,BTW,SEP,PT
776,BJZ,N727948,BTW,AUG,FT
777,ACJ,Q830932,ATW,MAY,PT
778,DHU,C375316,ATW,SEP,PT
779,ACJ,A345076,ATW,JAN,PT
780,NLG,O656807,BTW,AUG,PT
781,ULO,M394311,ATW,AUG,PT
782,ACJ,S553478,ATW,JUN,FT
783,OZG,Z003882,ATW,JAN,FT
784,LNX,A137710,ATW,JUL,PT
785,OZG,R215936,ATW,JAN,PT
786,GDP,O973735,BTW,OCT,PT
787,NLG,O028864,BTW,JAN,PT
788,ULO,R287139,ATW,MAY,PT
789,ESX,G108226,ATW,JAN,PT
790,ULO,K618347,ATW,JUL,PT
791,AOO,V768291,ATW,JUN,PT
792,ULO,W581906,BTW,JUL,FT
793,ESX,Y118500,BTW,JUN,FT
794,CLD,X187591,ADM,APR,PT
795,CLD,R269575,ATW,JAN,FT
796,BJZ,J053909,ADM,AUG,FT
797,OZG,I591845,BTW,APR,FT
798,NLG,H474528,ATW,AUG,PT
799,AOO,B036292,ATW,SEP,PT
800,ESX,Q009653,ATW,OCT,FT
801,NLG,L088197,BTW,DEC,PT
802,DHU,U237344,BTW,JUL,PT
803,DOI,E821706,ATW,AUG,PT
804,QCU,K406556,ATW,FEB,PT
805,ESX,Q236508,ATW,DEC,FT
806,DHU,W335928,BTW,MAR,PT
807,AHS,D023811,ATW,AUG,PT
808,DOI,C441678,ATW,MAR,PT
809,AHS,B869644,ATW,MAR,FT
810,ESO,N376124,ATW,FEB,PT
811,ESO,Z616056,ATW,SEP,FT
812,ESX,T253359,BTW,SEP,PT
813,AOO,X369298,ADM,MAR,PT
814,ULO,U690638,BTW,MAR,FT
815,DOI,E654762,ATW,SEP,FT
816,NLG,G189336,BTW,AUG,PT
817,DOI,W533078,ATW,JUN,PT
818,ESX,Y910627,ATW,NOV,FT
819,BJZ,S788436,ATW,JUL,FT
820,NLG,Z416683,ADM,JAN,FT
821,DOI,O113779,ATW,JAN,PT
822,YTE,K075129,ATW,JUL,PT
823,LNX,J400206,ATW,MAY,PT
824,AHS,I989453,BTW,OCT,FT
825,DOI,X333991,BTW,APR,PT
826,ACJ,S108915,BTW,MAR,FT
827,CLD,I743437,BTW,NOV,FT
828,DOI,M015597,ADM,SEP,FT
829,DOI,T201218,BTW,AUG,PT
830,ACJ,U555753,ATW,MAY,FT
831,ESX,A489998,BTW,JAN,PT
832,QCU,O155655,BTW,DEC,PT
833,ESX,E194504,BTW,MAR,FT
834,AHS,L165503,ATW,JAN,PT
835,LNX,Q166094,ADM,AUG,PT
836,AOO,C125915,ADM,OCT,PT
837,OZG,P572057,BTW,MAY,PT
838,OZG,X024233,BTW,APR,FT
839,DOI,T339515,ATW,AUG,FT
840,AOO,F968900,BTW,JUN,PT
841,ESX,U256879,BTW,APR,PT
842,ESX,P226502,ADM,JUL,FT
843,ACJ,T425121,BTW,MAR,PT
844,BJZ,P439483,ATW,FEB,PT
845,AHS,Z388977,BTW,APR,PT
846,ESX,M935738,ATW,FEB,PT
847,ACJ,H776207,BTW,DEC,PT
848,DHU,U794125,BTW,MAR,PT
849,OZG,X069254,BTW,SEP,PT
850,DHU,A048546,BTW,APR,PT
851,AHS,T225371,ATW,NOV,FT
852,ULO,A622239,ATW,OCT,PT
853,DOI,O154027,ATW,FEB,FT
854,OZG,Z200425,ADM,FEB,PT
855,BJZ,J634198,ADM,JUN,PT
856,DHU,I242732,ADM,APR,PT
857,YTE,N582937,ATW,DEC,PT
858,CLD,I868876,BTW,SEP,PT
859,ULO,E339377,BTW,MAY,PT
860,DHU,Y591220,BTW,JUL,PT
861,YTE,S382440,BTW,DEC,PT
862,DOI,B669335,ATW,FEB,PT
863,ESX,Q450775,BTW,FEB,PT
864,ESO,E111872,ATW,OCT,PT
865,LNX,H275806,BTW,DEC,PT
866,OZG,U222811,ATW,JUN,PT
867,ACJ,U657482,ATW,OCT,FT
868,ACJ,K013927,ADM,APR,PT
869,NLG,L195563,ADM,MAR,PT
870,OZG,U597300,BTW,AUG,PT
871,ESX,S589907,ATW,NOV,PT
872,GDP,Q411537,BTW,JUL,FT
873,OZG,S301529,ATW,DEC,PT
874,CLD,R993954,BTW,MAY,PT
875,CLD,A543984,ATW,NOV,FT
876,ACJ,H503720,BTW,AUG,FT
877,CLD,C441900,ATW,JUL,PT
878,DOI,G578349,BTW,NOV,PT
879,AOO,X641116,BTW,FEB,PT
880,AHS,D523615,BTW,MAR,PT
881,ESO,M234105,ATW,MAR,PT
882,GDP,H769909,ATW,OCT,PT
883,ESX,M488349,BTW,JUN,PT
884,ESO,W151490,ATW,MAR,PT
885,CLD,C253422,BTW,JAN,FT
886,OZG,Q437545,ATW,DEC,PT
887,ULO,A466102,ADM,AUG,PT
888,QCU,C381863,ATW,OCT,PT
889,ESX,O955761,ATW,DEC,FT
890,ULO,C814113,ATW,NOV,PT
891,OZG,N562456,ATW,MAY,PT
892,YTE,S021909,BTW,MAR,PT
893,ESO,N813646,ATW,MAR,PT
894,CLD,H600658,ATW,DEC,FT
895,GDP,P406187,ATW,FEB,PT
896,AHS,N846848,ATW,FEB,FT
897,BJZ,S206871,ATW,MAR,PT
898,QCU,A915257,ATW,JAN,PT
899,AOO,N241754,ADM,MAY,PT
900,DHU,X484977,BTW,OCT,FT
901,AHS,X221798,ADM,APR,PT
902,NLG,L452639,BTW,JUN,FT
903,NLG,U070459,BTW,AUG,PT
904,AHS,N411641,BTW,JUL,PT
905,ACJ,B022429,ADM,MAY,FT
906,BJZ,G272974,ATW,APR,PT
907,AOO,M072486,ATW,NOV,PT
908,ULO,U058142,ATW,OCT,PT
909,YTE,T783164,ATW,JUN,FT
910,AHS,R266941,BTW,MAY,FT
911,GDP,J676011,BTW,MAY,PT
912,DHU,J614761,ATW,MAR,PT
913,ULO,Q192937,ATW,JUL,PT
914,ESX,J401484,ADM,SEP,PT
915,ESX,J465884,ATW,JUN,PT
916,AOO,Z362412,BTW,OCT,PT
917,BJZ,X433411,BTW,JUN,PT
918,ESX,D563235,ATW,DEC,PT
919,ULO,T453477,ATW,DEC,PT
920,DHU,K318660,ATW,MAY,PT
921,ESX,O842448,ADM,DEC,PT
922,NLG,S539624,BTW,AUG,PT
923,CLD,H097294,ATW,NOV,FT
924,ACJ,Q328890,ADM,APR,FT
925,ACJ,T211738,BTW,DEC,PT
926,ESO,M545103,BTW,OCT,FT
927,ACJ,T371281,BTW,NOV,PT
928,OZG,Z489706,ATW,SEP,PT
929,DHU,T067292,ATW,DEC,PT
930,AHS,F817696,ATW,AUG,FT
931,DHU,L377651,ATW,MAY,FT
932,AHS,M826976,BTW,SEP,FT
933,ESX,F413184,ATW,JAN,PT
934,LNX,M585855,ATW,MAY,PT
935,ESX,Z143262,BTW,JAN,FT
936,BJZ,Q876901,BTW,NOV,PT
937,DHU,J529834,ATW,APR,PT
938,OZG,B834257,BTW,JAN,PT
939,YTE,L770356,BTW,AUG,FT
940,QCU,Y149529,BTW,NOV,PT
941,AOO,D133559,ATW,JUN,PT
942,DHU,I349909,BTW,JAN,FT
943,CLD,G062855,BTW,FEB,PT
944,DOI,T975816,BTW,MAY,PT
945,LNX,G739651,BTW,MAR,PT
946,CLD,T992128,BTW,DEC,PT
947,DHU,O866495,BTW,MAR,PT
948,YTE,A584366,ATW,MAY,PT
949,QCU,M939719,ADM,JUL,PT
950,ULO,K908852,BTW,JUL,PT
951,NLG,U601331,ATW,OCT,PT
952,AOO,L014258,ATW,DEC,FT
953,LNX,L470039,BTW,JAN,PT
954,LNX,M271290,ADM,NOV,PT
955,ESX,N764926,ATW,NOV,FT
956,DOI,A864186,ATW,DEC,FT
957,AHS,F730949,BTW,FEB,PT
958,ULO,B802886,BTW,NOV,PT
959,YTE,J770953,ATW,MAY,PT
960,ESX,F872143,BTW,MAY,PT
961,ACJ,P905361,ATW,NOV,FT
962,ACJ,B150287,BTW,DEC,PT
963,ACJ,C416868,BTW,MAY,PT
964,ULO,T814617,BTW,JUN,FT
965,AOO,X811355,ATW,MAY,PT
966,DHU,X790972,ATW,OCT,FT
967,ESO,V610802,BTW,FEB,PT
968,BJZ,O380072,ADM,MAR,PT
969,ESO,I982977,BTW,JUN,PT
970,AHS,W967664,BTW,APR,PT
971,AOO,B454140,ADM,OCT,PT
972,ESO,Z378795,ATW,JUL,PT
973,ESO,K032926,BTW,JUL,PT
974,ESX,Z703858,BTW,SEP,PT
975,BJZ,B503646,ATW,MAY,PT
976,DOI,E672699,ATW,MAY,PT
977,NLG,D759787,BTW,DEC,PT
978,CLD,P794127,BTW,DEC,PT
979,ULO,B065014,BTW,JUL,PT
980,BJZ,T354242,ATW,FEB,PT
981,QCU,M157485,ATW,DEC,PT
982,DHU,H008161,ATW,MAR,PT
983,CLD,U271303,ADM,OCT,PT
984,AOO,Z513602,ATW,JUN,PT
985,NLG,M232953,ATW,MAY,PT
986,AOO,Y946564,ATW,SEP,PT
987,ACJ,N848547,ATW,JAN,PT
988,GDP,F871438,ADM,MAR,PT
989,YTE,E274180,ATW,JAN,PT
990,BJZ,T539253,BTW,AUG,PT
991,CLD,T973730,ATW,MAR,PT
992,BJZ,N364949,ATW,JUL,PT
993,QCU,H237441,ATW,MAR,PT
994,GDP,O353128,BTW,APR,FT
995,BJZ,A975483,BTW,OCT,PT
996,QCU,J774300,BTW,MAY,PT
997,DOI,T949254,ATW,JUL,PT
998,ULO,C248481,ATW,DEC,PT
999,ULO,G781240,ATW,OCT,FT
1000,YTE,X315860,ATW,AUG,PT
1001,CLD,I617756,BTW,FEB,PT
1002,DOI,H781945,ATW,FEB,PT
1003,BJZ,I788907,BTW,JUN,PT
1004,ESX,Q791325,ATW,OCT,FT
1005,ULO,I299412,ATW,FEB,FT
1006,ULO,I865841,BTW,DEC,FT
1007,ULO,W301486,ATW,JAN,PT
1008,OZG,D487583,ATW,MAR,FT
1009,ESO,P655215,ATW,MAY,FT
1010,BJZ,Z702974,BTW,MAR,PT
1011,LNX,E016222,ATW,OCT,PT
1012,AOO,X250018,ATW,SEP,FT
1013,NLG,X041524,ATW,OCT,PT
1014,ULO,A487547,BTW,AUG,PT
1015,ESX,Y099951,ATW,JAN,FT
1016,GDP,T461550,ADM,AUG,FT
1017,ESX,I537529,BTW,AUG,FT
1018,GDP,M070557,ADM,DEC,PT
1019,GDP,W653445,BTW,AUG,FT
1020,BJZ,R687804,ATW,JUL,PT
1021,ACJ,P229648,ATW,FEB,PT
1022,DHU,T504805,BTW,NOV,PT
1023,GDP,M576826,ATW,JUN,PT
1024,DOI,J795622,BTW,DEC,PT
1025,LNX,J602737,BTW,MAY,PT
1026,ULO,K811985,ATW,SEP,PT
1027,CLD,H436871,BTW,DEC,PT
1028,CLD,B090164,BTW,OCT,PT
1029,DHU,C306568,BTW,OCT,PT
1030,BJZ,R284630,ATW,OCT,PT
1031,NLG,P677319,ATW,NOV,PT
1032,ESX,C399620,ATW,MAR,PT
1033,OZG,A430965,ATW,FEB,FT
1034,NLG,V772801,BTW,AUG,PT
1035,NLG,T171423,BTW,JUL,FT
1036,DHU,B038823,ATW,OCT,FT
1037,CLD,Y746349,BTW,MAY,PT
1038,ACJ,Y786338,BTW,SEP,FT
1039,GDP,R226270,BTW,NOV,FT
1040,QCU,L499609,ATW,MAR,PT
1041,CLD,X500456,BTW,DEC,PT
1042,DOI,V167643,ATW,JUL,PT
1043,LNX,K177096,ADM,MAY,PT
1044,NLG,T219738,BTW,JUL,PT
1045,AHS,V314376,BTW,SEP,PT
1046,NLG,O614546,ADM,SEP,PT
1047,ESO,D300018,BTW,SEP,PT
1048,DOI,R684191,BTW,NOV,FT
1049,DHU,K370457,BTW,JUL,PT
1050,YTE,G386023,BTW,MAY,PT
1051,YTE,W405115,ATW,JUN,FT
1052,CLD,N468909,ATW,MAY,FT
1053,CLD,H809152,ATW,AUG,PT
1054,AOO,Z828487,BTW,DEC,PT
1055,ESX,R309420,BTW,DEC,FT
1056,BJZ,S427162,ATW,FEB,PT
1057,ULO,D522020,ATW,MAY,PT
1058,AHS,J714873,ADM,FEB,PT
1059,BJZ,V698211,ATW,JUL,PT
1060,ULO,P037328,ATW,NOV,PT
1061,DOI,G405093,BTW,JUL,PT
1062,OZG,E949634,ATW,OCT,FT
1063,DOI,D272842,ATW,JAN,PT
1064,LNX,J627332,ATW,FEB,PT
1065,ESX,R177157,BTW,FEB,FT
1066,DHU,L040144,ATW,APR,PT
1067,ACJ,D842165,BTW,OCT,PT
1068,QCU,G323264,ATW,FEB,FT
1069,YTE,H938472,BTW,DEC,PT
1070,DOI,P638731,ATW,DEC,PT
1071,DOI,J508636,ATW,JUL,FT
1072,DHU,Y143904,ATW,MAR,FT
1073,ULO,T230722,BTW,JUN,PT
1074,OZG,H690585,ATW,FEB,PT
1075,QCU,S674015,ATW,JUL,PT
1076,YTE,E058497,ADM,AUG,PT
1077,OZG,R823329,ATW,JUL,PT
1078,ACJ,R725071,BTW,MAY,FT
1079,CLD,U323490,ATW,SEP,PT
1080,AHS,H166172,BTW,AUG,FT
1081,DOI,H077202,BTW,MAR,FT
1082,LNX,K777287,ATW,JUN,PT
1083,QCU,E118261,ATW,AUG,PT
1084,AOO,U132177,ATW,NOV,PT
1085,YTE,Y282578,BTW,AUG,PT
1086,LNX,F722376,ADM,JUL,FT
1087,LNX,L114336,ATW,MAY,PT
1088,CLD,K924063,ATW,NOV,PT
1089,NLG,W284304,ATW,JUL,PT
1090,DOI,E996508,ATW,OCT,PT
1091,ESO,O721507,ATW,APR,PT
1092,QCU,D376889,ATW,NOV,PT
1093,ULO,C599290,ATW,APR,PT
1094,ESX,E878930,BTW,JUL,PT
1095,AHS,F236580,BTW,AUG,FT
1096,GDP,M571775,ATW,NOV,PT
1097,CLD,S445431,ATW,JUN,PT
1098,AHS,J806483,ATW,MAY,PT
1099,ACJ,L044343,ATW,OCT,FT
1100,ACJ,K883267,ATW,JAN,PT
1101,QCU,I344285,BTW,JUL,PT
1102,ACJ,I257480,BTW,JUN,FT
1103,BJZ,D325885,BTW,JUN,PT
1104,DOI,Y505254,BTW,DEC,FT
1105,DOI,P048756,BTW,JUN,PT
1106,QCU,Y046630,ATW,JUL,FT
1107,AHS,L363876,ATW,SEP,FT
1108,ESO,U890980,ADM,SEP,PT
1109,AOO,N151620,ATW,SEP,FT
1110,ESO,Y390657,BTW,MAY,PT
1111,ACJ,N103259,BTW,JUL,PT
1112,ULO,M353951,BTW,FEB,PT
1113,ACJ,F686148,BTW,APR,PT
1114,DHU,G192916,ATW,MAR,FT
1115,AOO,B094520,BTW,MAY,PT
1116,LNX,C548094,BTW,JUN,PT
1117,NLG,O766503,BTW,FEB,PT
1118,DHU,F660831,BTW,APR,PT
1119,OZG,R107059,ATW,MAY,PT
1120,BJZ,Q020994,ATW,NOV,PT
1121,GDP,K329652,ATW,NOV,FT
1122,BJZ,X715615,ATW,JUL,PT
1123,CLD,F948972,ADM,MAR,FT
1124,BJZ,V307553,BTW,NOV,PT
1125,ESX,Q438581,ATW,AUG,PT
1126,BJZ,I851233,BTW,AUG,PT
1127,GDP,S583143,ATW,JUL,PT
1128,GDP,W660017,BTW,JUN,PT
1129,GDP,F664650,ATW,SEP,PT
1130,BJZ,E175376,BTW,JUN,PT
1131,QCU,U986083,ADM,MAR,FT
1132,CLD,Y829914,ATW,DEC,PT
1133,QCU,E347514,BTW,APR,FT
1134,ESO,B025960,BTW,NOV,PT
1135,BJZ,O205079,ATW,MAR,FT
1136,ESO,V819279,BTW,JUL,FT
1137,LNX,Z677743,ATW,JUN,PT
1138,AHS,A649320,ATW,NOV,PT
1139,ESO,V712515,BTW,APR,PT
1140,DHU,R164940,ATW,SEP,FT
1141,CLD,C821727,BTW,MAR,FT
1142,AOO,P425151,BTW,MAR,PT
1143,YTE,K747123,ATW,OCT,PT
1144,OZG,I544834,ATW,JUL,FT
1145,BJZ,X424773,ADM,JAN,FT
1146,AHS,A658978,ADM,OCT,PT
1147,NLG,X311205,BTW,MAR,PT
1148,AOO,E172343,ATW,APR,PT
1149,AHS,G712290,BTW,MAR,PT
1150,DOI,M029965,ATW,DEC,PT
1151,LNX,M742421,BTW,DEC,FT
1152,AOO,S404487,ATW,FEB,PT
1153,DOI,H423883,ATW,DEC,PT
1154,DHU,S335324,BTW,FEB,PT
1155,DOI,U216106,ADM,AUG,PT
1156,AOO,V484040,BTW,SEP,FT
1157,OZG,L598258,ADM,OCT,PT
1158,AOO,X186730,BTW,JUL,FT
1159,ESO,P640044,ATW,NOV,FT
1160,DOI,X557012,ATW,MAR,PT
1161,ULO,B272991,BTW,OCT,PT
1162,DOI,B413393,ADM,APR,PT
1163,BJZ,N443374,ATW,APR,PT
1164,ESX,Q154657,ATW,JUN,FT
1165,OZG,Q979037,ADM,AUG,PT
1166,AOO,W452756,ADM,SEP,PT
1167,NLG,A248598,ATW,JAN,PT
1168,BJZ,P552157,ATW,JUN,FT
1169,ACJ,K064423,ATW,JUN,FT
1170,AHS,V529827,ATW,MAY,FT
1171,OZG,C483033,ADM,MAY,PT
1172,GDP,N608826,BTW,AUG,PT
1173,YTE,J930689,ATW,SEP,PT
1174,LNX,O616456,ATW,APR,FT
1175,NLG,A884216,ATW,JUL,PT
1176,DHU,D527398,BTW,AUG,PT
1177,ESO,D440741,ATW,NOV,PT
1178,NLG,R637865,BTW,DEC,PT
1179,LNX,N063843,BTW,MAR,FT
1180,LNX,L621535,ATW,JUL,PT
1181,AOO,D290396,BTW,APR,PT
1182,LNX,H114517,BTW,NOV,FT
1183,AOO,P730174,BTW,MAY,FT
1184,ESO,E994266,ATW,MAR,PT
1185,BJZ,Q741547,BTW,DEC,PT
1186,AOO,B015778,BTW,JUL,PT
1187,OZG,C610251,ATW,APR,PT
1188,DOI,U499917,BTW,AUG,FT
1189,GDP,S877699,BTW,SEP,PT
1190,LNX,O533565,BTW,MAY,FT
1191,LNX,E403154,BTW,AUG,FT
1192,ESO,R940237,ATW,SEP,PT
1193,QCU,G309590,ATW,MAY,PT
1194,OZG,V925141,BTW,MAY,PT
1195,DHU,X638248,BTW,SEP,PT
1196,ACJ,V767922,ATW,APR,FT
1197,DHU,N682202,ATW,APR,FT
1198,NLG,I251302,BTW,NOV,FT
1199,ULO,F913649,BTW,MAR,PT
1200,ESX,F134746,BTW,OCT,PT
1201,DOI,E080894,BTW,DEC,PT
1202,DOI,C441263,ADM,DEC,PT
1203,OZG,J481506,ATW,MAR,PT
1204,ESX,A104627,ADM,MAY,PT
1205,OZG,M708573,ATW,DEC,PT
1206,ULO,U373057,ATW,JUL,PT
1207,ULO,I792606,ATW,MAY,PT
1208,ESO,B238253,ATW,JUN,PT
1209,ULO,L222487,ATW,JAN,PT
1210,OZG,C029384,BTW,MAY,PT
1211,CLD,Q837460,ATW,MAR,FT
1212,ACJ,Q844754,ATW,JUN,FT
1213,ULO,B256574,BTW,OCT,PT
1214,ESX,N095039,ATW,NOV,PT
1215,ESO,Y261065,ATW,DEC,PT
1216,ESX,Z793901,BTW,MAY,PT
1217,YTE,K971789,ATW,NOV,FT
1218,OZG,Z884512,BTW,NOV,PT
1219,YTE,T906641,BTW,JUN,PT
1220,AOO,H673543,BTW,DEC,PT
1221,ESO,U321833,ATW,AUG,PT
1222,ESX,X401048,BTW,DEC,FT
1223,AHS,C295362,ATW,JUL,PT
1224,OZG,F547607,ATW,NOV,PT
1225,GDP,L224012,ATW,AUG,PT
1226,AOO,X489673,ATW,NOV,FT
1227,LNX,A071453,BTW,OCT,PT
1228,DOI,N612019,ATW,DEC,FT
1229,ULO,A578587,BTW,SEP,PT
1230,GDP,M395770,ATW,SEP,FT
1231,BJZ,Y444802,BTW,MAR,PT
1232,DOI,P971684,BTW,MAY,FT
1233,QCU,G692925,BTW,OCT,FT
1234,AOO,L438410,ATW,FEB,PT
1235,ULO,W878182,BTW,MAR,PT
1236,AHS,P007019,ATW,JUN,FT
1237,OZG,A066869,BTW,SEP,PT
1238,ACJ,E408617,ATW,NOV,PT
1239,AOO,P602832,ATW,AUG,FT
1240,ACJ,N038260,ADM,FEB,PT
1241,GDP,L863164,BTW,APR,FT
1242,ACJ,U417234,BTW,APR,FT
1243,BJZ,J328903,ATW,JUN,PT
1244,AHS,Z245395,ATW,DEC,PT
1245,BJZ,H590516,BTW,SEP,PT
1246,AOO,E782149,BTW,JUN,PT
1247,AHS,Q300185,ATW,MAY,PT
1248,BJZ,C681504,ATW,JUL,PT
1249,QCU,B464236,BTW,FEB,PT
1250,ACJ,W751325,ATW,DEC,PT
1251,NLG,I160902,BTW,JUN,PT
1252,NLG,I130134,ATW,APR,FT
1253,GDP,U475437,BTW,JUL,PT
1254,AHS,C789347,BTW,FEB,PT
1255,ULO,S403237,BTW,FEB,PT
1256,ESO,Q141570,ATW,DEC,PT
1257,QCU,C501053,ADM,MAR,PT
1258,AOO,S405232,ADM,APR,PT
1259,NLG,W582046,BTW,APR,FT
1260,ULO,A519255,BTW,NOV,PT
1261,DHU,D581777,ATW,JUL,FT
1262,AHS,B911412,BTW,MAR,PT
1263,AHS,D002393,ADM,AUG,FT
1264,GDP,T149346,BTW,SEP,FT
1265,QCU,S098118,BTW,JUN,FT
1266,ESX,H162387,ATW,OCT,FT
1267,QCU,K340995,ATW,OCT,FT
1268,ACJ,N077822,BTW,JUN,PT
1269,GDP,E176939,ADM,JUN,FT
1270,YTE,G033958,ATW,AUG,PT
1271,LNX,F894490,BTW,NOV,PT
1272,GDP,U139943,ATW,NOV,FT
1273,ESX,Z902773,ATW,FEB,PT
1274,CLD,F848491,ATW,AUG,PT
1275,CLD,N361358,ADM,MAY,PT
1276,OZG,Z940508,ATW,JUN,PT
1277,AHS,K064701,ATW,MAR,PT
1278,NLG,Q211955,BTW,MAY,PT
1279,ESO,Z667273,ATW,OCT,PT
1280,AOO,N886809,ADM,MAR,FT
1281,YTE,O975463,ATW,DEC,PT
1282,NLG,W027665,ATW,AUG,PT
1283,LNX,X388567,ATW,DEC,PT
1284,QCU,O572007,ATW,FEB,PT
1285,LNX,H335482,BTW,NOV,PT
1286,DOI,C674366,ATW,NOV,PT
1287,ACJ,K382537,BTW,APR,PT
1288,DOI,Q207407,BTW,FEB,PT
1289,YTE,R820472,ATW,DEC,PT
1290,GDP,Y478879,ATW,MAR,FT
1291,DOI,S530623,BTW,FEB,PT
1292,BJZ,L537861,ATW,JUN,PT
1293,ESO,P980876,ATW,NOV,PT
1294,YTE,N968455,BTW,NOV,FT
1295,LNX,H512006,ADM,JUN,FT
1296,NLG,N152892,BTW,MAR,PT
1297,ACJ,F183643,BTW,NOV,FT
1298,NLG,X499271,ATW,JUN,FT
1299,OZG,C421136,ATW,MAR,PT
1300,CLD,K333132,ADM,SEP,PT
